default,housing,loan,pdays,job,marital,education,contact,poutcome,age,balance,day,month,duration,campaign,previous,y
0,1,0,0,management,single,tertiary,cellular,unknown,30,717,13,8,130,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,59,3562,13,8,121,1,0,0
0,1,1,0,technician,married,tertiary,cellular,unknown,42,1493,13,8,78,1,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,47,582,13,8,73,1,0,0
0,1,1,0,technician,married,tertiary,cellular,unknown,43,1201,13,8,84,3,0,0
0,1,0,0,services,married,primary,cellular,unknown,50,12,13,8,168,1,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,48,732,13,8,255,1,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,40,823,13,8,159,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,35,3481,13,8,388,3,0,0
0,1,0,0,technician,married,secondary,cellular,unknown,47,599,13,8,99,3,0,0
0,1,1,0,services,married,primary,cellular,unknown,47,1803,13,8,82,7,0,0
0,0,0,0,management,married,secondary,cellular,unknown,60,13238,13,8,418,4,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,44,3321,13,8,73,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,53,100,13,8,205,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,32,1517,13,8,202,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,30,574,13,8,394,4,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,30,177,13,8,109,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,51,427,13,8,233,8,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,56,16377,13,8,107,8,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,30,1637,13,8,163,3,0,0
0,0,0,0,blue-collar,married,secondary,cellular,unknown,47,1021,13,8,399,3,0,0
0,1,0,0,blue-collar,married,primary,cellular,unknown,56,397,13,8,240,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,54,6376,13,8,274,3,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,36,202,13,8,150,4,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,34,101,13,8,209,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,36,396,13,8,67,5,0,0
0,1,0,0,admin.,single,tertiary,cellular,unknown,32,497,13,8,132,4,0,0
0,0,0,0,admin.,married,tertiary,cellular,unknown,30,631,13,8,293,3,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,42,1361,13,8,75,5,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,34,2959,13,8,413,5,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,56,379,13,8,58,5,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,40,-239,13,8,399,2,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,37,455,13,8,904,6,0,1
0,0,0,0,management,single,tertiary,cellular,unknown,59,684,13,8,48,13,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,31,1494,13,8,275,12,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,38,120,13,8,449,4,0,0
0,0,0,0,blue-collar,married,secondary,cellular,unknown,45,241,13,8,536,5,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,40,163,13,8,158,7,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,42,1355,13,8,113,6,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,42,525,13,8,127,2,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,58,8332,13,8,740,4,0,0
0,0,0,0,blue-collar,divorced,primary,cellular,unknown,50,171,14,8,75,3,0,0
0,0,0,0,admin.,married,unknown,cellular,unknown,48,3756,14,8,65,10,0,0
0,0,0,0,technician,divorced,secondary,cellular,unknown,52,-558,14,8,152,5,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,52,1064,14,8,106,2,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,40,8902,14,8,464,5,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,31,512,14,8,96,3,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,35,178,14,8,76,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,38,2117,14,8,81,2,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,51,137,14,8,169,2,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,48,469,14,8,103,2,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,35,467,14,8,82,2,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,30,160,14,8,90,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,54,869,14,8,152,2,0,0
0,1,0,0,technician,married,secondary,cellular,unknown,34,903,14,8,67,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,36,930,14,8,175,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,36,406,14,8,123,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,42,27,14,8,259,4,0,0
0,0,0,0,admin.,married,secondary,cellular,unknown,58,855,14,8,81,2,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,38,2454,14,8,373,2,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,40,864,14,8,36,2,0,0
0,0,0,0,technician,divorced,secondary,cellular,unknown,34,-324,14,8,166,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,48,732,14,8,157,2,0,0
0,1,1,0,admin.,divorced,secondary,cellular,unknown,39,399,14,8,133,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,33,620,14,8,106,2,0,0
0,0,0,0,technician,divorced,secondary,cellular,unknown,57,3043,14,8,707,2,0,1
0,0,0,0,technician,divorced,secondary,cellular,unknown,37,2686,14,8,144,4,0,0
0,0,1,0,blue-collar,married,secondary,cellular,unknown,53,427,14,8,360,4,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,39,5574,14,8,102,2,0,0
0,1,0,0,technician,divorced,secondary,cellular,unknown,43,64,14,8,55,2,0,0
0,1,0,0,blue-collar,married,primary,cellular,unknown,59,3062,14,8,87,2,0,0
0,1,0,0,unemployed,married,tertiary,cellular,unknown,32,394,14,8,266,2,0,0
0,0,1,0,technician,married,tertiary,cellular,unknown,42,13410,14,8,149,2,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,58,2553,14,8,366,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,33,68,14,8,96,2,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,48,648,14,8,85,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,43,354,14,8,169,10,0,0
0,0,0,0,management,married,secondary,cellular,unknown,36,3,14,8,250,2,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,35,1717,14,8,206,2,0,0
0,0,0,0,unknown,married,primary,cellular,unknown,57,270,14,8,526,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,36,2394,14,8,184,2,0,0
0,0,1,0,management,divorced,tertiary,cellular,unknown,43,1819,14,8,41,2,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,41,20479,14,8,229,2,0,0
0,0,0,0,admin.,married,secondary,cellular,unknown,47,6703,14,8,252,3,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,40,4610,14,8,154,2,0,0
0,0,0,0,technician,divorced,secondary,cellular,unknown,47,691,14,8,103,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,35,688,14,8,137,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,35,755,14,8,125,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,48,2498,14,8,98,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,33,3623,14,8,107,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,56,2065,14,8,71,2,0,0
0,1,1,0,services,married,tertiary,cellular,unknown,55,64,14,8,151,6,0,0
0,0,0,0,self-employed,married,tertiary,cellular,unknown,31,414,14,8,169,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,43,244,14,8,167,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,44,6945,14,8,114,3,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,41,1194,14,8,50,5,0,0
0,0,0,0,services,married,secondary,cellular,unknown,54,131,14,8,252,2,0,0
0,0,0,0,entrepreneur,divorced,secondary,cellular,unknown,56,179,14,8,47,2,0,0
0,0,1,0,management,single,secondary,cellular,unknown,35,1189,14,8,92,2,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,30,910,14,8,228,2,0,0
0,0,0,0,management,single,tertiary,telephone,unknown,37,131,14,8,293,2,0,0
0,0,0,0,retired,married,primary,cellular,unknown,55,3334,14,8,632,4,0,1
0,0,0,0,technician,married,secondary,cellular,unknown,36,25,14,8,98,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,54,0,14,8,260,7,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,30,2782,14,8,205,2,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,57,663,14,8,107,2,0,0
1,0,0,0,technician,single,secondary,cellular,unknown,34,-14,14,8,85,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,59,316,14,8,200,4,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,39,99,14,8,170,2,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,57,191,14,8,127,4,0,0
0,0,1,0,technician,divorced,secondary,cellular,unknown,47,2836,14,8,10,2,0,0
0,1,1,0,management,married,tertiary,cellular,unknown,30,1165,14,8,80,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,50,490,14,8,273,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,47,3681,14,8,101,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,57,2625,14,8,465,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,32,1038,14,8,128,4,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,40,539,14,8,121,2,0,0
0,1,0,0,technician,married,tertiary,cellular,unknown,34,8029,14,8,593,4,0,1
0,0,0,0,entrepreneur,married,tertiary,telephone,unknown,44,624,14,8,552,2,0,1
0,0,0,0,management,single,tertiary,cellular,unknown,39,668,14,8,297,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,33,0,14,8,93,2,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,58,188,14,8,141,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,60,2858,14,8,155,2,0,0
0,0,1,0,management,single,tertiary,cellular,unknown,35,0,14,8,370,4,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,36,306,14,8,111,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,36,867,14,8,159,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,34,416,14,8,1217,4,0,0
0,1,0,0,blue-collar,married,primary,telephone,unknown,51,165,14,8,313,2,0,0
0,0,1,0,services,single,tertiary,cellular,unknown,30,719,14,8,38,2,0,0
0,0,1,0,services,married,secondary,cellular,unknown,50,961,14,8,757,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,37,4332,14,8,213,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,32,972,14,8,297,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,59,1857,14,8,128,4,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,34,2205,14,8,635,2,0,0
0,0,0,0,blue-collar,married,secondary,cellular,unknown,49,322,14,8,356,2,0,0
0,0,0,0,blue-collar,divorced,secondary,cellular,unknown,41,388,14,8,605,2,0,0
0,0,0,0,blue-collar,married,unknown,cellular,unknown,52,51,14,8,935,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,42,171,14,8,143,2,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,35,495,14,8,414,4,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,33,336,14,8,220,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,31,2227,14,8,95,2,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,32,943,14,8,127,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,36,3579,14,8,308,2,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,42,245,14,8,103,2,0,0
0,1,1,0,management,married,tertiary,cellular,unknown,48,1344,14,8,69,6,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,31,10112,14,8,90,4,0,0
0,0,0,0,retired,married,tertiary,cellular,unknown,56,811,14,8,148,19,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,43,696,14,8,110,8,0,0
0,0,0,0,management,single,secondary,cellular,unknown,30,1299,14,8,515,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,30,4022,14,8,214,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,35,331,14,8,857,2,0,1
0,0,0,0,technician,married,secondary,cellular,unknown,47,-9,14,8,457,2,0,0
0,1,0,0,technician,married,secondary,cellular,unknown,31,3322,14,8,421,2,0,0
0,0,0,0,entrepreneur,married,tertiary,cellular,unknown,54,345,14,8,183,6,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,39,311,14,8,240,2,0,0
0,0,0,0,management,single,secondary,cellular,unknown,30,135,14,8,112,2,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,33,3264,14,8,423,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,58,361,14,8,503,2,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,60,887,14,8,95,2,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,54,3222,14,8,67,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,55,4263,14,8,93,2,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,51,429,14,8,230,2,0,0
0,0,0,0,admin.,married,secondary,cellular,unknown,45,0,14,8,113,2,0,0
0,1,0,0,technician,single,tertiary,cellular,unknown,30,4561,14,8,103,2,0,0
0,0,1,0,blue-collar,married,primary,cellular,unknown,47,673,14,8,106,6,0,0
0,1,0,0,management,divorced,tertiary,cellular,unknown,39,1387,14,8,373,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,32,3616,14,8,165,2,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,46,648,14,8,59,4,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,57,209,14,8,56,4,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,52,1949,14,8,108,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,30,334,14,8,144,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,51,276,14,8,80,2,0,0
0,0,0,0,management,married,secondary,cellular,unknown,59,1021,14,8,89,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,30,3905,14,8,112,2,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,31,2916,14,8,174,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,38,2813,14,8,146,2,0,0
0,0,0,0,blue-collar,married,unknown,cellular,unknown,55,213,14,8,406,2,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,34,2929,14,8,518,2,0,1
0,1,0,0,technician,single,secondary,cellular,unknown,39,102,14,8,272,2,0,0
0,0,0,0,blue-collar,married,unknown,cellular,unknown,45,586,14,8,168,2,0,0
0,0,0,0,self-employed,married,secondary,cellular,unknown,42,68,14,8,314,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,57,1315,14,8,260,2,0,0
0,0,0,0,technician,married,tertiary,telephone,unknown,51,4455,14,8,85,4,0,0
0,0,1,0,technician,single,secondary,cellular,unknown,40,591,14,8,87,6,0,0
0,1,1,0,blue-collar,married,secondary,cellular,unknown,47,232,14,8,90,4,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,34,6529,14,8,505,2,0,1
0,0,0,0,housemaid,married,primary,telephone,unknown,44,882,14,8,187,4,0,0
1,0,1,0,technician,single,secondary,cellular,unknown,30,-305,14,8,108,6,0,0
0,0,0,0,services,married,secondary,cellular,unknown,46,1516,14,8,133,4,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,61,1115,14,8,197,4,0,0
0,0,0,0,retired,married,primary,cellular,unknown,59,46,14,8,78,2,0,0
0,0,0,0,admin.,married,secondary,cellular,unknown,50,697,14,8,118,4,0,0
0,0,1,0,management,divorced,tertiary,cellular,unknown,37,896,14,8,343,2,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,31,2344,14,8,221,6,0,0
0,0,0,0,technician,divorced,secondary,cellular,unknown,57,372,14,8,280,4,0,0
0,1,0,0,blue-collar,married,secondary,cellular,unknown,56,1119,14,8,265,2,0,0
0,0,0,0,retired,married,primary,cellular,unknown,58,3,14,8,158,2,0,0
0,0,1,0,technician,single,secondary,cellular,unknown,35,663,14,8,215,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,33,637,14,8,206,2,0,0
0,0,1,0,management,single,tertiary,cellular,unknown,32,1512,14,8,133,4,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,43,4016,14,8,159,2,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,36,318,14,8,924,4,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,45,0,14,8,195,2,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,48,4558,14,8,145,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,38,-498,14,8,85,6,0,0
0,1,0,0,technician,single,secondary,cellular,unknown,40,282,14,8,70,4,0,0
0,0,0,0,blue-collar,married,secondary,cellular,unknown,45,0,14,8,215,2,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,43,2616,14,8,301,5,0,0
0,0,0,0,blue-collar,married,primary,telephone,unknown,46,2118,14,8,64,2,0,0
0,0,0,0,technician,single,tertiary,telephone,unknown,33,3255,14,8,214,4,0,0
0,0,0,0,self-employed,married,tertiary,cellular,unknown,43,423,14,8,3322,2,0,0
0,0,0,0,services,married,secondary,cellular,unknown,49,1314,14,8,834,14,0,1
0,0,0,0,management,married,tertiary,cellular,unknown,60,759,14,8,136,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,42,36,14,8,366,2,0,0
0,1,0,0,technician,married,secondary,cellular,unknown,30,289,14,8,1184,4,0,1
0,0,0,0,management,married,secondary,cellular,unknown,48,141,14,8,208,8,0,0
0,0,0,0,management,married,tertiary,telephone,unknown,32,169,14,8,698,2,0,1
0,0,0,0,housemaid,married,secondary,cellular,unknown,60,5,14,8,433,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,32,2349,14,8,134,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,30,0,14,8,95,2,0,0
0,1,0,0,entrepreneur,divorced,tertiary,cellular,unknown,42,626,14,8,201,2,0,0
0,0,0,0,housemaid,married,unknown,cellular,unknown,60,491,14,8,503,4,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,32,20,14,8,1151,2,0,1
0,0,0,0,blue-collar,married,secondary,cellular,unknown,49,0,14,8,189,4,0,0
0,0,1,0,blue-collar,married,primary,cellular,unknown,46,1533,14,8,168,4,0,0
0,0,0,0,blue-collar,married,secondary,cellular,unknown,46,0,14,8,61,4,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,33,852,14,8,388,8,0,0
0,0,0,0,management,divorced,tertiary,telephone,unknown,51,311,14,8,122,2,0,0
0,0,0,0,housemaid,married,tertiary,cellular,unknown,34,401,14,8,448,4,0,0
0,1,0,0,management,married,tertiary,telephone,unknown,30,1384,14,8,60,2,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,32,6284,14,8,167,8,0,0
0,0,0,0,self-employed,married,primary,cellular,unknown,46,3262,14,8,77,8,0,0
0,0,0,0,services,married,secondary,cellular,unknown,48,300,14,8,350,4,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,57,6610,14,8,449,2,0,0
0,1,1,0,technician,divorced,secondary,cellular,unknown,44,0,14,8,388,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,38,167,14,8,145,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,32,-1,14,8,153,6,0,0
0,0,0,0,retired,divorced,tertiary,cellular,unknown,59,-134,14,8,217,4,0,0
0,1,1,0,blue-collar,married,primary,cellular,unknown,47,584,14,8,337,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,34,3031,14,8,94,6,0,0
0,1,0,0,housemaid,married,secondary,cellular,unknown,33,8,14,8,425,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,36,2195,14,8,377,4,0,0
0,0,0,0,services,married,secondary,cellular,unknown,47,-150,14,8,52,4,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,56,8163,14,8,1231,4,0,1
0,0,0,0,technician,married,tertiary,cellular,unknown,44,0,14,8,41,2,0,0
0,0,0,0,unknown,married,unknown,cellular,unknown,49,301,14,8,789,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,60,3387,14,8,636,2,0,0
0,0,0,0,technician,single,secondary,telephone,unknown,31,31868,14,8,34,6,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,30,114,14,8,65,4,0,0
0,1,1,0,admin.,married,secondary,telephone,unknown,47,310,14,8,128,6,0,0
0,1,1,0,technician,married,tertiary,cellular,unknown,32,1559,14,8,144,7,0,0
0,1,1,0,management,divorced,tertiary,cellular,unknown,44,347,14,8,63,2,0,0
0,1,0,0,blue-collar,married,secondary,cellular,unknown,57,4597,14,8,170,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,51,25856,14,8,129,2,0,0
0,0,0,0,self-employed,married,secondary,cellular,unknown,42,0,14,8,277,4,0,0
0,0,0,0,self-employed,married,secondary,cellular,unknown,50,1138,14,8,219,10,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,42,688,14,8,38,2,0,0
0,0,0,0,technician,married,tertiary,cellular,unknown,52,104,14,8,244,2,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,39,2985,14,8,91,2,0,0
0,1,0,0,technician,married,secondary,cellular,unknown,37,588,14,8,65,4,0,0
0,0,0,0,technician,single,secondary,telephone,unknown,34,124,14,8,31,2,0,0
0,1,0,0,management,single,tertiary,cellular,unknown,30,409,14,8,120,4,0,0
0,0,0,0,services,single,secondary,cellular,unknown,30,188,14,8,49,2,0,0
0,0,0,0,technician,divorced,secondary,telephone,unknown,46,0,14,8,135,8,0,0
0,0,0,0,self-employed,married,tertiary,telephone,unknown,32,1464,14,8,133,2,0,0
0,0,1,0,retired,married,secondary,telephone,unknown,59,385,14,8,365,2,0,0
0,1,1,0,management,married,tertiary,cellular,unknown,51,-892,14,8,248,2,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,35,-547,14,8,101,2,0,0
0,1,0,0,management,divorced,tertiary,cellular,unknown,51,71,14,8,178,2,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,36,465,14,8,85,1,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,58,494,14,8,171,10,0,0
0,1,0,0,services,married,secondary,telephone,unknown,45,567,14,8,234,3,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,33,4728,14,8,110,3,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,50,1200,14,8,904,3,0,1
0,0,0,0,management,married,tertiary,cellular,unknown,34,1262,14,8,478,1,0,0
0,1,0,0,self-employed,married,tertiary,cellular,unknown,58,584,14,8,124,3,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,34,0,14,8,227,3,0,0
0,0,1,0,technician,single,tertiary,telephone,unknown,30,0,14,8,226,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,34,883,14,8,163,3,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,30,710,14,8,306,8,0,0
0,0,0,0,services,married,secondary,cellular,unknown,48,125,14,8,89,7,0,0
0,0,0,0,housemaid,married,secondary,telephone,unknown,58,2705,14,8,137,1,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,60,15,14,8,244,1,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,45,0,14,8,64,2,0,0
1,0,1,0,retired,divorced,secondary,cellular,unknown,58,-397,14,8,386,1,0,0
0,0,0,0,housemaid,married,secondary,cellular,unknown,42,327,14,8,110,1,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,48,-83,14,8,136,3,0,0
0,0,0,0,housemaid,married,primary,cellular,unknown,57,1969,14,8,286,3,0,0
0,0,0,0,technician,married,secondary,telephone,unknown,36,-393,14,8,119,4,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,52,66653,14,8,109,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,37,448,14,8,86,3,0,0
0,0,0,0,retired,married,primary,cellular,unknown,60,97,14,8,210,4,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,45,2307,14,8,126,3,0,0
0,1,0,0,services,married,secondary,cellular,unknown,58,8136,14,8,314,3,0,0
0,0,0,0,management,single,secondary,cellular,unknown,32,1473,14,8,253,7,0,0
0,0,0,0,technician,single,secondary,cellular,unknown,32,303,14,8,390,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,31,547,14,8,204,6,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,51,7197,14,8,45,5,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,45,147,14,8,109,3,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,34,454,14,8,76,3,0,0
0,0,0,0,unemployed,single,tertiary,cellular,unknown,33,6748,14,8,1579,2,0,1
0,0,0,0,blue-collar,married,secondary,cellular,unknown,31,401,14,8,96,3,0,0
0,1,0,0,technician,single,secondary,cellular,unknown,32,1732,14,8,1871,3,0,1
0,0,0,0,management,married,tertiary,cellular,unknown,46,3,18,8,92,4,0,0
0,0,1,0,blue-collar,married,secondary,cellular,unknown,46,456,18,8,618,6,0,1
0,0,0,0,management,single,tertiary,cellular,unknown,35,51,18,8,90,5,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,45,0,18,8,773,4,0,1
0,0,0,0,entrepreneur,married,secondary,cellular,unknown,49,687,18,8,65,6,0,0
0,0,0,0,admin.,married,secondary,cellular,unknown,48,112,18,8,139,5,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,52,576,18,8,762,3,0,1
0,0,0,0,blue-collar,married,secondary,cellular,unknown,45,240,18,8,181,7,0,0
0,0,0,0,blue-collar,married,primary,cellular,unknown,60,493,18,8,671,4,0,1
0,0,0,0,technician,single,secondary,cellular,unknown,32,3586,18,8,71,3,0,0
0,0,0,0,technician,married,secondary,cellular,unknown,51,47,18,8,54,4,0,0
0,0,0,0,management,divorced,tertiary,cellular,unknown,48,869,18,8,48,6,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,31,4247,18,8,131,3,0,0
0,0,0,0,management,single,tertiary,cellular,unknown,30,44,18,8,82,4,0,0
0,0,0,0,retired,married,secondary,cellular,unknown,57,2774,18,8,299,6,0,0
0,0,0,0,technician,single,tertiary,cellular,unknown,32,3818,18,8,100,4,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,34,724,18,8,92,7,0,0
0,0,0,0,self-employed,married,secondary,cellular,unknown,33,0,18,8,73,7,0,0
0,0,0,0,management,married,tertiary,cellular,unknown,47,682,18,8,638,6,0,1
0,0,0,0,technician,single,secondary,cellular,unknown,32,0,18,8,594,4,0,1
0,0,0,0,blue-collar,married,primary,cellular,unknown,55,3485,18,8,625,4,0,1
0,1,1,0,technician,married,secondary,cellular,unknown,35,-1041,18,8,105,4,0,0
0,1,0,0,management,married,tertiary,cellular,unknown,37,984,18,8,180,4,0,0
0,1,0,0,self-employed,married,tertiary,cellular,unknown,49,271,18,8,140,4,0,0
0,0,0,0,housemaid,married,unknown,cellular,unknown,60,5421,18,8,458,4,0,0
0,1,0,0,blue-collar,married,secondary,cellular,unknown,54,10,18,8,195,4,0,0
0,0,1,0,retired,married,secondary,cellular,unknown,60,7,18,8,87,5,0,0
